Country,Job,Job Title,Company,company link,Location,Publish Time,link
Saudi Arabia,Data Analyst,Work from Home Saudi Arabia,TELUS Digital,https://ca.linkedin.com/company/telus-digital?trk=public_jobs_jserp-result_job-search-card-subtitle,"Al Murabba, 'Asir, Saudi Arabia",1 week ago,https://sa.linkedin.com/jobs/view/work-from-home-saudi-arabia-at-telus-digital-4263256460?position=29&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=uizSJ7llBy5Q2DfJ60YHgg%3D%3D
Saudi Arabia,Data Analyst,Data Strategist,Müller's Solutions,https://sa.linkedin.com/company/muller-s-solutions?trk=public_jobs_jserp-result_job-search-card-subtitle,"Riyadh, Riyadh, Saudi Arabia",1 month ago,https://sa.linkedin.com/jobs/view/data-strategist-at-m%C3%BCller-s-solutions-4284519603?position=30&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=PRlFOg7QACVcp7JPZwYZtQ%3D%3D
Saudi Arabia,Data Analyst,Work from Home Saudi Arabia,TELUS Digital,https://ca.linkedin.com/company/telus-digital?trk=public_jobs_jserp-result_job-search-card-subtitle,"Al Khuttah, Ha'il, Saudi Arabia",3 weeks ago,https://sa.linkedin.com/jobs/view/work-from-home-saudi-arabia-at-telus-digital-4274110372?position=31&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=EJcv5tKGLC4JL3Dqm9Y%2FVw%3D%3D
Saudi Arabia,Data Analyst,Senior Data Analyst,Supertech Innovation Labs,https://sa.linkedin.com/company/supertech-innovation-labs?trk=public_jobs_jserp-result_job-search-card-subtitle,"Riyadh, Riyadh, Saudi Arabia",2 months ago,https://sa.linkedin.com/jobs/view/senior-data-analyst-at-supertech-innovation-labs-4281925026?position=32&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=gjXV%2FXWwnDiQpGyk6O%2FJUg%3D%3D
Saudi Arabia,Data Analyst,Data Analyst (0 Experience Required),Peroptyx,https://ie.linkedin.com/company/peroptyx?trk=public_jobs_jserp-result_job-search-card-subtitle,Saudi Arabia,11 hours ago,https://sa.linkedin.com/jobs/view/data-analyst-0-experience-required-at-peroptyx-4297590669?position=33&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=r17JrUHi0Vc9T8u1dVWZPA%3D%3D
Saudi Arabia,Data Analyst,Data Analyst-Incorta,LeadingEdge HR Solutions,https://ae.linkedin.com/company/leadingedgeplus?trk=public_jobs_jserp-result_job-search-card-subtitle,"Riyadh, Riyadh, Saudi Arabia",1 month ago,https://sa.linkedin.com/jobs/view/data-analyst-incorta-at-leadingedge-hr-solutions-4267692884?position=34&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=NVnLk1RIVjo%2FlGhWEcZQ1A%3D%3D
Saudi Arabia,Data Analyst,SQL & Oracle DB Engineer,DXC Technology,https://www.linkedin.com/company/dxctechnology?trk=public_jobs_jserp-result_job-search-card-subtitle,"Riyadh, Saudi Arabia",1 day ago,https://sa.linkedin.com/jobs/view/sql-oracle-db-engineer-at-dxc-technology-4299108834?position=35&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=PmBEERRWLV0Bq0PVa5zr0Q%3D%3D
Saudi Arabia,Data Analyst,Work from Home Saudi Arabia,TELUS Digital,https://ca.linkedin.com/company/telus-digital?trk=public_jobs_jserp-result_job-search-card-subtitle,"Layla, Riyadh, Saudi Arabia",3 days ago,https://sa.linkedin.com/jobs/view/work-from-home-saudi-arabia-at-telus-digital-4250407964?position=36&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=L%2FUeQMdGZr5l82TAl7X98A%3D%3D
Saudi Arabia,Data Analyst,Work from Home in Saudi Arabia,TELUS Digital,https://ca.linkedin.com/company/telus-digital?trk=public_jobs_jserp-result_job-search-card-subtitle,"Jeddah, Makkah, Saudi Arabia",1 week ago,https://sa.linkedin.com/jobs/view/work-from-home-in-saudi-arabia-at-telus-digital-4263251936?position=37&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=8Okug0hmlJvRr%2BNbA3kBEg%3D%3D
Saudi Arabia,Data Analyst,Work from Home Saudi Arabia,TELUS Digital,https://ca.linkedin.com/company/telus-digital?trk=public_jobs_jserp-result_job-search-card-subtitle,"Afif, Riyadh, Saudi Arabia",3 weeks ago,https://sa.linkedin.com/jobs/view/work-from-home-saudi-arabia-at-telus-digital-4234868174?position=38&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=A7zQBvR0nOfJoNqSrob1VA%3D%3D
Saudi Arabia,Data Analyst,Senior Analyst - Healthcare Analytics,McKinsey & Company,https://www.linkedin.com/company/mckinsey?trk=public_jobs_jserp-result_job-search-card-subtitle,"Riyadh, Riyadh, Saudi Arabia",2 weeks ago,https://sa.linkedin.com/jobs/view/senior-analyst-healthcare-analytics-at-mckinsey-company-4244564806?position=39&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=aQbhVRaVrnC39lfXdJvL1g%3D%3D
Saudi Arabia,Data Analyst,Work from Home Saudi Arabia,TELUS Digital,https://ca.linkedin.com/company/telus-digital?trk=public_jobs_jserp-result_job-search-card-subtitle,"Al Olaya, Riyadh, Saudi Arabia",1 week ago,https://sa.linkedin.com/jobs/view/work-from-home-saudi-arabia-at-telus-digital-4263991323?position=40&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=zAF6UC5GmpX%2FyrcmNpnNbw%3D%3D
Saudi Arabia,Data Analyst,Senior Data Analyst - Finance,Tamara,https://sa.linkedin.com/company/tamara?trk=public_jobs_jserp-result_job-search-card-subtitle,"Riyadh, Riyadh, Saudi Arabia",2 weeks ago,https://sa.linkedin.com/jobs/view/senior-data-analyst-finance-at-tamara-4292379613?position=41&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=gF3CeRk0MDBmShWjvh5tjg%3D%3D
Saudi Arabia,Data Analyst,Analyst II Data Engineering,DXC Technology,https://www.linkedin.com/company/dxctechnology?trk=public_jobs_jserp-result_job-search-card-subtitle,"Riyadh, Riyadh, Saudi Arabia",22 hours ago,https://sa.linkedin.com/jobs/view/analyst-ii-data-engineering-at-dxc-technology-4299485864?position=42&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=248QlqfNFOz7jZ0MnIS6nA%3D%3D
Saudi Arabia,Data Analyst,Work from Home Saudi Arabia,TELUS Digital,https://ca.linkedin.com/company/telus-digital?trk=public_jobs_jserp-result_job-search-card-subtitle,"Khaybar, Al Madinah, Saudi Arabia",3 weeks ago,https://sa.linkedin.com/jobs/view/work-from-home-saudi-arabia-at-telus-digital-4274105857?position=43&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=Lvn3gKOKF2DFvz5UqFsoWA%3D%3D
Saudi Arabia,Data Analyst,Data Engineer,Sutherland,https://www.linkedin.com/company/sutherland-global?trk=public_jobs_jserp-result_job-search-card-subtitle,"Al Khobar, Eastern, Saudi Arabia",3 days ago,https://sa.linkedin.com/jobs/view/data-engineer-at-sutherland-4297954932?position=44&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=PpS5BcdQF97xklwrVtFrug%3D%3D
Saudi Arabia,Data Analyst,Work from Home Saudi Arabia,TELUS Digital,https://ca.linkedin.com/company/telus-digital?trk=public_jobs_jserp-result_job-search-card-subtitle,"Jeddah, Makkah, Saudi Arabia",1 week ago,https://sa.linkedin.com/jobs/view/work-from-home-saudi-arabia-at-telus-digital-4263991329?position=45&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=WebyQ%2BYLxuSiTbApHs22RQ%3D%3D
Saudi Arabia,Data Analyst,Work from Home Saudi Arabia,TELUS Digital,https://ca.linkedin.com/company/telus-digital?trk=public_jobs_jserp-result_job-search-card-subtitle,"Al Kharj, Riyadh, Saudi Arabia",1 week ago,https://sa.linkedin.com/jobs/view/work-from-home-saudi-arabia-at-telus-digital-4263992335?position=46&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=spq%2Ft5naytA0X98PUUhRBA%3D%3D
Saudi Arabia,Data Analyst,Data Scienist,Master Works,https://sa.linkedin.com/company/master-works?trk=public_jobs_jserp-result_job-search-card-subtitle,"Al Khobar, Eastern, Saudi Arabia",1 month ago,https://sa.linkedin.com/jobs/view/data-scienist-at-master-works-4283772186?position=47&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=WgS4H55D046j%2BtWh7LERFA%3D%3D
Saudi Arabia,Data Analyst,"Data Analytics Specialist ""Saudi National""",Müller's Solutions,https://sa.linkedin.com/company/muller-s-solutions?trk=public_jobs_jserp-result_job-search-card-subtitle,"Riyadh, Riyadh, Saudi Arabia",1 month ago,https://sa.linkedin.com/jobs/view/data-analytics-specialist-saudi-national-at-m%C3%BCller-s-solutions-4281240762?position=48&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=gMHe%2FlcE8yntgYjJjTwKBg%3D%3D
Saudi Arabia,Data Analyst,Datacenter Engineer,Tamkeen Technologies,https://sa.linkedin.com/company/tamkeen-technologies?trk=public_jobs_jserp-result_job-search-card-subtitle,"Riyadh, Riyadh, Saudi Arabia",2 weeks ago,https://sa.linkedin.com/jobs/view/datacenter-engineer-at-tamkeen-technologies-4292361955?position=49&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=g4KnmEH8CDfUtlJeGJ67vw%3D%3D
Saudi Arabia,Data Analyst,SOC System Engineer,SITE سايت,https://sa.linkedin.com/company/sitesaudi?trk=public_jobs_jserp-result_job-search-card-subtitle,"Riyadh, Saudi Arabia",5 days ago,https://sa.linkedin.com/jobs/view/soc-system-engineer-at-site-%D8%B3%D8%A7%D9%8A%D8%AA-4297227470?position=50&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=JHZTRMrGs8AjDSLLPYK0Xw%3D%3D
Saudi Arabia,Data Analyst,Senior Associate - Reporting & Analytics,Six Flags Qiddiya City,https://www.linkedin.com/company/six-flags-qc?trk=public_jobs_jserp-result_job-search-card-subtitle,"Riyadh, Riyadh, Saudi Arabia",2 months ago,https://sa.linkedin.com/jobs/view/senior-associate-reporting-analytics-at-six-flags-qiddiya-city-4260819884?position=51&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=aYHFpk6OMWqi674KSJcNJA%3D%3D
Saudi Arabia,Data Analyst,Work from Home Saudi Arabia,TELUS Digital,https://ca.linkedin.com/company/telus-digital?trk=public_jobs_jserp-result_job-search-card-subtitle,"Rabigh, Makkah, Saudi Arabia",2 weeks ago,https://sa.linkedin.com/jobs/view/work-from-home-saudi-arabia-at-telus-digital-4291246984?position=52&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=DiDFm0TnuLGtW6LNBZHv5g%3D%3D
Saudi Arabia,Data Analyst,Odoo Developer,Confidential Government,https://sa.linkedin.com/company/confidentialgovernment?trk=public_jobs_jserp-result_job-search-card-subtitle,"Riyadh, Saudi Arabia",2 days ago,https://sa.linkedin.com/jobs/view/odoo-developer-at-confidential-government-4298710256?position=53&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=bd1rG9cNDipd3SsFhXvn3A%3D%3D
Saudi Arabia,Data Analyst,Big Data Support Expert,TAWANTECH,https://sa.linkedin.com/company/tawawntech?trk=public_jobs_jserp-result_job-search-card-subtitle,"Riyadh, Riyadh, Saudi Arabia",1 week ago,https://sa.linkedin.com/jobs/view/big-data-support-expert-at-tawantech-4294348749?position=54&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=j15BPlDBFuFhaZ0z4Ub4wg%3D%3D
Saudi Arabia,Data Analyst,Data Modeler,Master Works,https://sa.linkedin.com/company/master-works?trk=public_jobs_jserp-result_job-search-card-subtitle,"Riyadh, Riyadh, Saudi Arabia",2 months ago,https://sa.linkedin.com/jobs/view/data-modeler-at-master-works-4282125862?position=55&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=wiXgDrYUTPyiL4hTEyQgkA%3D%3D
Saudi Arabia,Data Analyst,Data Engineer (Cloudera),Astek Middle East,https://ae.linkedin.com/company/astek-middle-east?trk=public_jobs_jserp-result_job-search-card-subtitle,"Al Madinah, Saudi Arabia",1 week ago,https://sa.linkedin.com/jobs/view/data-engineer-cloudera-at-astek-middle-east-4295086276?position=56&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=quebL0ETENlItEXeOOx9Gw%3D%3D
Saudi Arabia,Data Analyst,UT/UTCD Data Analyst [Level 3],PIPECARE Group,https://ae.linkedin.com/company/pipecaregroup?trk=public_jobs_jserp-result_job-search-card-subtitle,"Dammam, Eastern, Saudi Arabia",1 month ago,https://sa.linkedin.com/jobs/view/ut-utcd-data-analyst-level-3-at-pipecare-group-4270625652?position=57&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=m7EtrVQ4L%2BFMlB6H%2Bn9SjQ%3D%3D
Saudi Arabia,Data Analyst,Internal Reporting Lead/senior,Master Works,https://sa.linkedin.com/company/master-works?trk=public_jobs_jserp-result_job-search-card-subtitle,"Riyadh, Riyadh, Saudi Arabia",1 week ago,https://sa.linkedin.com/jobs/view/internal-reporting-lead-senior-at-master-works-4295657127?position=58&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=QAT9O3tJIBWKpxh6OBOqqg%3D%3D
Saudi Arabia,Data Analyst,Data Engineer,Müller's Solutions,https://sa.linkedin.com/company/muller-s-solutions?trk=public_jobs_jserp-result_job-search-card-subtitle,"Riyadh, Riyadh, Saudi Arabia",3 weeks ago,https://sa.linkedin.com/jobs/view/data-engineer-at-m%C3%BCller-s-solutions-4285502790?position=59&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=C8Iju8PuSggigmofGUTJNA%3D%3D
Saudi Arabia,Data Analyst,Senior Data Analyst,Salla E-Commerce Platform,https://sa.linkedin.com/company/sallaapp?trk=public_jobs_jserp-result_job-search-card-subtitle,"Jiddah, Makkah, Saudi Arabia",1 month ago,https://sa.linkedin.com/jobs/view/senior-data-analyst-at-salla-e-commerce-platform-4281256919?position=60&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=AtEaKdou0PGeYQ8R0RIUQg%3D%3D
